movieId,tag,item_id,tag_id
3556,psychology,1682,94
3556,reflective,1682,95
3556,suburbia,1682,96
3556,suicide,1682,97
3556,visually appealing,1682,98
4247,david spade,1444,99
4247,movie to see,1444,100
4878,alternate timeline,125,101
4878,cult classic,125,102
4878,cult film,125,103
4878,high school,125,90
4878,mental illness,125,79
4878,music,125,25
4878,psychology,125,94
4878,scifi,125,104
4878,surreal,125,14
4878,thoughtprovoking,125,105
4878,time travel,125,106
5449,adam sandler,2846,81
5449,winona ryder,2846,107
8528,ben stiller,3190,108
8528,comedy,3190,40
8528,funny,3190,109
8528,funny as hell,3190,110
8528,idiotic,3190,111
8528,seen more than once,3190,59
8528,sports,3190,83
8528,vince vaughn,3190,54
8528,wasted potential,3190,112
8641,ben stiller,777,108
8641,judd apatow movie,777,113
8641,paul rudd,777,114
8641,seth rogen,777,62
8641,steve carrell,777,115
33880,avante garde,3256,116
33880,bittersweet,3256,117
33880,deadpan,3256,118
33880,fathers and sons,3256,119
33880,independent film,3256,120
33880,indie,3256,121
33880,irreverent,3256,122
33880,sexual awakening,3256,123
33880,unique,3256,124
33880,weird,3256,125
52952,coming of age,2493,126
52952,friendship,2493,127
52952,tattoo,2493,128
52952,teenager,2493,129
55280,delusion,1739,130
55280,delusional,1739,131
55280,emotional,1739,17
55280,mental illness,1739,79
55280,small town,1739,132
60756,brotherbrother relationship,3212,133
60756,ending,3212,134
60756,highly quotable,3212,70
60756,let down,3212,135
60756,movie to see,3212,100
61132,ben stiller,3311,108
61132,hollywood,3311,136
61132,irreverent,3311,122
61132,jack black,3311,137
61132,robert downey jr,3311,138
61132,satire,3311,43
61132,tom cruise,3311,139
61132,vietnam war,3311,140
80094,handcamreal style,3283,141
80489,action,3284,142
80489,one dimensional characters except for affleck ending trite,3284,143
80489,too much love interest,3284,144
80549,emma stone,2749,145
80549,funny dialogues,2749,146
80549,plot,2749,147
80549,sexuality,2749,47
80549,typical,2749,148
80549,unreal reactions,2749,149
80846,plot twist,3285,150
80862,documentary,3286,151
80862,makes you think,3286,152
81537,drug use,3287,153
81537,road trip,3287,154
81537,robert downey jr,3287,138
81537,zach galifianakis,3287,80
81834,boring,1631,155
81834,camping trip,1631,156
81834,emma watson,1631,157
4973,beautifully filmed,708,158
4973,quirky,708,159
4973,romance,708,160
4973,stylized,708,161
4973,visually appealing,708,98
4973,whimsical,708,162
7158,culture clash,2668,163
7158,heartbreaking,2668,164
7158,intense,2668,165
7158,sad but good,2668,166
1270,steven spielberg,186,167
1270,time travel,186,106
2011,scifi,288,104
2011,time travel,288,106
2012,time travel,289,106
1966,manhattan,2982,168
1966,upper class,2982,169
84772,simon pegg,4313,170
916,audrey hepburn,1065,171
916,black and white,1065,172
916,classic,1065,173
916,gregory peck,1065,174
916,imdb top 250,1065,175
916,italy,1065,176
916,love story,1065,177
916,national film registry,1065,178
916,need to own,1065,179
916,romantic comedy,1065,180
916,rome,1065,181
916,royalty,1065,28
916,slapstick,1065,182
4246,based on a book,696,183
4246,british,696,184
4246,hugh grant,696,185
4246,jane austen,696,186
4246,romantic comedy,696,180
8533,chick flick,3121,187
8533,sentimental,3121,188
34405,firefly,2719,189
34405,scifi,2719,104
34405,western,2719,190
260,1970s,9,191
260,fantasy,9,192
260,scifi,9,104
115149,action,4717,142
115149,revenge,4717,193
115149,willem dafoe,4717,194
1197,must show,251,195
1396,must show,272,195
2011,must show,288,195
2012,must show,289,195
2502,must show,1381,195
2762,twist,90,196
2959,twist,96,196
3996,overrated,111,197
6016,violent,735,198
7438,violent,163,198
32,postapocalyptic,2,199
32,psychology,2,94
32,time travel,2,106
50,organized crime,4,200
50,twist ending,4,201
50,twists  turns,4,202
318,friendship,12,127
318,morgan freeman,12,203
318,prison escape,12,204
318,redemption,12,205
318,revenge,12,193
356,bittersweet,355,117
356,classic,355,173
356,vietnam war,355,140
608,crime gone awry,391,206
750,black comedy,425,207
750,british,425,184
750,cold war,425,208
750,comedy,425,40
750,peter sellers,425,209
750,satire,425,43
750,satirical,425,210
750,stanley kubrick,425,211
1079,british,23,184
1079,john cleese,23,212
1079,quirky,23,159
1136,monty python,28,213
1136,parody,28,214
1136,satire,28,43
1175,atmospheric,1931,215
1175,postapocalyptic,1931,199
1175,surreal,1931,14
1193,psychological,29,216
1193,psychology,29,94
1201,clint eastwood,33,217
1201,ennio morricone,33,218
1201,italian,33,219
1201,music,33,25
1201,sergio leone,33,220
1252,mystery,1103,221
1252,twists  turns,1103,202
1625,michael douglas,1264,222
1625,mystery,1264,221
1625,plot twist,1264,150
1625,psychological,1264,216
1625,sean penn,1264,223
1625,twist ending,1264,201
1625,unrealistic,1264,224
1653,eugenics,274,225
1653,future,274,226
1653,genetic engineering,274,227
1653,genetics,274,228
1653,powerful ending,274,229
1653,racism,274,230
1784,funny,1108,109
1784,jack nicholson,1108,231
1784,obsessive compulsive disorder,1108,232
1784,psychology,1108,94
1784,quirky,1108,159
1784,relationships,1108,233
2329,edward norton,303,234
2329,neonazis,303,235
2329,politics,303,236
2329,powerful ending,303,229
2329,racism,303,230
2329,tense,303,237
2329,thoughtprovoking,303,105
2571,postapocalyptic,319,199
2571,scifi,319,104
2571,virtual reality,319,238
3000,adventure,98,239
3000,anime,98,240
3000,fantasy world,98,241
3000,surreal,98,14
3359,coming of age,2440,126
3359,comingofage,2440,242
3359,cycling,2440,243
3363,classic,518,173
3363,coming of age,518,126
3363,friendship,518,127
4848,boring,2256,155
4848,nudity full frontal,2256,38
4848,pretentious,2256,244
4973,slow paced,708,245
4978,characters,4342,21
4978,romance,4342,160
4993,adventure,131,239
4993,characters,131,21
4993,epic,131,246
4993,fantasy world,131,241
4993,fighting,131,247
4993,photography,131,248
5291,multiple storylines,2455,249
5291,nonlinear,2455,250
6016,disturbing,735,251
6016,drama,735,252
6016,multiple storylines,735,249
6016,realistic,735,253
6365,action packed,741,254
6365,dystopia,741,255
6365,unrealistic characters,741,256
6539,cliche,148,257
6539,johnny depp,148,258
6539,magic realism,148,259
6539,modernism,148,260
6539,photography,148,248
6539,too long,148,261
6953,multiple storylines,755,249
6953,psychological,755,216
6953,sean penn,755,223
7090,atmospheric,1694,215
7090,colours,1694,262
7090,martial arts,1694,263
7090,photography,1694,248
8914,dialogue driven,2715,264
8914,mindfuck,2715,265
8914,plot holes,2715,266
8914,scifi,2715,104
8914,time travel,2715,106
31410,biography,1138,267
31410,disturbing,1138,251
31410,historical,1138,268
31410,world war ii,1138,269
44191,comic book,834,270
44191,dark,834,271
44191,dystopia,834,255
44191,england,834,272
44191,inspirational,834,273
44191,natalie portman,834,274
44191,politics,834,236
44191,thoughtprovoking,834,105
44191,visually appealing,834,98
47044,action packed,1723,254
47044,characters,1723,21
47044,miami,1723,275
47044,shallow,1723,276
47044,unrealistic,1723,224
47044,unrealistic action,1723,277
47044,unrealistic plot,1723,278
48043,atmospheric,1883,215
48043,death,1883,279
48043,emotional,1883,17
48043,multiple storylines,1883,249
48043,music,1883,25
48043,nonlinear,1883,250
48043,surreal,1883,14
48043,thoughtprovoking,1883,105
48043,visually appealing,1883,98
48774,disturbing,847,251
48774,dystopia,847,255
48774,ending,847,134
48774,future,847,226
48774,scifi,847,104
48774,violence,847,280
51662,based on a comic,854,281
51662,based on comic,854,282
51662,blood,854,283
51662,frank miller,854,284
51662,stylized,854,161
52328,atmospheric,859,215
52328,dark,859,271
52328,despair,859,285
52328,ending twist,859,286
52328,great soundtrack,859,287
52328,madness,859,288
52328,psychological,859,216
52328,psychology,859,94
52328,slow paced,859,245
52328,spaceships,859,289
55442,coming of age,1740,126
55442,middle east,1740,290
55442,politics,1740,236
55442,revolution,1740,291
55442,social commentary,1740,292
58559,atmospheric,887,215
58559,batman,887,293
58559,heath ledger,887,294
58559,superhero,887,295
58559,vigilante,887,296
63082,india,1482,297
63082,love story,1482,177
63082,oscar best picture,1482,298
63082,photography,1482,248
63082,romance,1482,160
63082,shallow plot,1482,299
63082,social commentary,1482,292
63082,violence,1482,280
63082,visually appealing,1482,98
64614,clint eastwood,905,217
64614,culture clash,905,163
64614,gangs,905,300
64614,redemption,905,205
68954,emotional,1615,17
68954,friendship,1615,127
70286,action,1617,142
70286,alien invasion,1617,301
70286,aliens,1617,302
70286,scifi,1617,104
70286,social commentary,1617,292
73321,beautiful scenery,1621,303
73321,bible,1621,304
73321,characters,1621,21
73321,christianity,1621,305
73321,denzel washington,1621,306
73321,dystopic future,1621,307
73321,fight scenes,1621,308
73321,plot holes,1621,266
79357,nonlinear,2809,250
79357,nudity topless,2809,46
79357,scifi,2809,104
79357,time travel,2809,106
79357,too long,2809,261
89118,disturbing,2553,251
89118,spanish,2553,309
89118,unpredictable,2553,310
91077,coma,3367,311
91077,drama,3367,252
91077,emotional,3367,17
91077,family bonds,3367,312
91077,george clooney,3367,313
91077,hawaii,3367,314
96610,future,2771,226
96610,scifi,2771,104
96610,time travel,2771,106
96610,violent,2771,198
96610,visually appealing,2771,98
97752,adapted frombook,2774,315
97752,atmospheric,2774,215
97752,based on a book,2774,183
97752,multiple storylines,2774,249
97752,philosophy,2774,316
97752,rebellion,2774,317
97752,scifi,2774,104
97752,slow paced,2774,245
97752,social commentary,2774,292
97752,social criticism,2774,318
97752,tom hanks,2774,319
97752,visually appealing,2774,98
99114,leonardo dicaprio,2779,320
99114,over the top,2779,321
99114,quentin tarantino,2779,322
99114,samuel l jackson,2779,323
99114,slavery,2779,324
112556,based on a book,2418,183
112556,marriage,2418,325
112556,meticulous,2418,326
112556,mindfuck,2418,265
112556,neal patrick harris,2418,327
112556,unpredictable,2418,310
82,netflix,2863,328
302,netflix,3223,328
608,black comedy,391,207
930,oppl,2447,329
959,netflix,2919,328
1162,netflix,4824,328
1281,netflix,2454,328
1412,oppl,2947,329
1834,netflix,1961,328
1939,oppl,2147,329
2065,netflix,1968,328
2359,ireland,1808,330
2359,irish,1808,331
3134,netflix,3094,328
4741,netflix,2465,328
4801,netflix,1824,328
5225,netflix,715,328
5525,netflix,4343,328
6776,netflix,1021,328
7061,netflix,4560,328
7116,oppl,3335,329
7915,netflix,2677,328
8128,oppl,4582,329
8207,oppl,2680,329
8874,black comedy,2309,207
25850,katharine hepburn,4589,332
27866,netflix,2354,328
32025,netflix,4722,328
42197,black comedy,1142,207
43376,netflix,1143,328
44195,oppl,1720,329
44633,netflix,4730,328
46976,oppl,1053,329
50658,netflix,4630,328
51255,black comedy,2328,207
53883,netflix,2494,328
54995,netflix,870,328
55063,netflix,4398,328
57669,black comedy,2500,207
58191,netflix,2501,328
60137,netflix,4641,328
65037,netflix,907,328
70293,france,1163,333
70687,netflix,3272,328
73344,netflix,2526,328
75813,netflix,3218,328
77658,netflix,4704,328
78574,netflix,2748,328
79091,oppl,1628,329
79293,oppl,4876,329
79357,netflix,2809,328
80939,oppl,4695,329
85179,netflix,4817,328
90866,oppl,2559,329
91077,netflix,3367,328
6286,sometimes marriage makes you wanna forget why the hell you said yes,4538,334
34323,do people really have 2 pay 10 bucks to see how cruel we are to each other try getting married,3198,335
471,funny,936,109
1658,angels,4839,336
1658,true love,4839,337
2580,katie holmes,1383,338
2580,timothy olyphant,1383,339
3328,honor,1409,340
3328,narrated,1409,341
5303,change of heart,1004,342
6975,breaking the fourth wall,4386,343
27592,violent,1703,198
48780,great ending,2572,91
68157,great acting,2807,344
68157,tension,2807,345
68157,violence,2807,280
69122,disappointing,1162,346
74458,michelle williams,2745,347
74545,boring,2747,155
74545,ewan mcgregor,2747,348
74545,location,2747,349
74545,pierce brosnan,2747,350
74545,slow,2747,351
79132,dreams,1866,352
79132,open ending,1866,353
79702,michael cera,3109,354
82461,motorcycle,1633,355
82461,visually appealing,1633,98
84954,emily blunt,2754,356
85510,soundtrack,1636,78
87529,boring,4320,155
87529,dissapointing,4320,357
89492,acting,3366,358
89492,great acting,3366,344
94864,pointless,2767,359
94864,waste of time,2767,360
99112,cleavage,2778,361
1967,david bowie,65,362
1676,nudity topless,276,46
1983,nudity topless,2028,46
2231,language,1371,363
2231,nudity topless,1371,46
55442,animation,1740,19
59315,action,889,142
59315,adventure,889,239
59315,based on a comic,889,281
59315,comic book,889,270
59315,funny,889,109
59315,jeff bridges,889,364
59315,marvel,889,365
59315,military,889,366
59315,murder,889,367
59315,robert downey jr,889,138
59315,superhero,889,295
59315,torture,889,368
59315,vigilante,889,296
25771,bunuel,4588,369
25771,classic,4588,173
25771,dali,4588,370
25771,dreams,4588,352
25771,experimental,4588,371
25771,surreal,4588,14
25771,surrealism,4588,372
290,based on a book,2873,183
290,strong women,2873,373
2858,coming of age,198,126
2858,iconic,198,374
2858,reflective,198,95
2858,social commentary,198,292
2858,thoughtprovoking,198,105
2959,brad pitt,96,375
2959,imdb top 250,96,175
2959,social commentary,96,292
2959,thoughtprovoking,96,105
2959,twist ending,96,201
2959,violence,96,280
3006,corruption,1281,376
3006,docudrama,1281,377
3006,russell crowe,1281,378
3006,true story,1281,379
4262,overrated,1291,197
36529,based on a true story,1712,380
36529,narrated,1712,341
61236,touching,2505,381
61236,very moving,2505,382
8781,denzel washington,2481,306
4799,wacky,567,383
91500,shaky camera,1646,384
239,fatherson relationship,1674,385
318,prison,12,386
593,psychology,17,94
765,comedy,3292,40
765,drama,3292,252
765,robin williams,3292,387
934,steve martin,1066,388
1089,cult film,25,103
1089,nonlinear,25,250
1089,quentin tarantino,25,322
1197,comedy,251,40
1213,martin scorsese,254,389
1213,organized crime,254,200
1213,robert de niro,254,390
1265,surreal,442,14
1358,mental illness,56,79
1358,small town,56,132
1777,1980s,456,391
1777,chick flick,456,187
1777,funny,456,109
1923,comedy,600,40
1923,sexual,600,392
2028,steven spielberg,291,167
2028,tom hanks,291,319
2028,world war ii,291,269
2174,alternate reality,75,393
2174,tim burton,75,394
2478,comedy,1896,40
2478,parody,1896,214
2478,quirky,1896,159
2581,high school,2072,90
2918,comedy,93,40
2918,high school,93,90
2918,teen,93,395
2959,surreal,96,14
3105,robert de niro,2213,390
3105,robin williams,2213,387
3147,prison,1231,386
3250,south america,1401,396
3250,survival,1401,397
3510,fatherson relationship,524,385
4226,nonlinear,118,250
5418,action,1460,142
5418,conspiracy,1460,398
5690,studio ghibli,4929,399
5952,action,142,142
5952,fantasy,142,192
5952,multiple storylines,142,249
6874,quentin tarantino,753,322
7293,comedy,763,40
7293,funny,763,109
7387,zombies,161,400
7438,quentin tarantino,163,322
8665,conspiracy,1698,398
8949,dark comedy,2275,35
8949,friendship,2275,127
8949,midlife crisis,2275,401
46578,dark comedy,841,35
46578,social commentary,841,292
46578,twist ending,841,201
48516,organized crime,845,200
52973,marijuana,2330,402
56367,comedy,1741,40
56367,high school life,1741,403
61024,comedy,3213,40
61024,drugs,3213,36
61024,stoner movie,3213,404
63131,comedy,3263,40
63131,social commentary,3263,292
64614,gangsters,905,405
65261,animation,2512,19
65261,studio ghibli,2512,399
68157,quentin tarantino,2807,322
68157,satire,2807,43
69122,comedy,1162,40
69122,drugs,1162,36
69122,las vegas,1162,406
71535,comedy,2740,40
71535,postapocalyptic,2740,199
71535,zombies,2740,400
71899,animation,3362,19
71899,friendship,3362,127
71899,mental illness,3362,79
79132,alternate reality,1866,393
79132,scifi,1866,104
79132,surreal,1866,14
80463,dark comedy,2536,35
81562,adventure,2538,239
81562,loneliness,2538,407
81562,true story,2538,379
2571,cult film,319,103
2571,cyberpunk,319,408
2571,imdb top 250,319,175
2571,keanu reeves,319,409
2571,philosophy,319,316
2571,stylized,319,161
2571,surreal,319,14
2571,thoughtprovoking,319,105
7361,quirky,764,159
27611,complex,2717,410
27611,military,2717,366
27611,military life,2717,411
27611,mythology,2717,412
27611,religion,2717,413
27611,scifi,2717,104
27611,space,2717,414
27611,thoughtprovoking,2717,105
27611,visually appealing,2717,98
33437,jet li,3236,415
33437,morgan freeman,3236,203
33437,psychology,3236,94
33437,sexualized violence,3236,416
34405,black comedy,2719,207
34405,funny,2719,109
34405,quirky,2719,159
34405,witty,2719,44
70286,atmospheric,1617,215
70286,documentary style,1617,417
70286,imdb top 250,1617,175
70286,role reversal,1617,418
72998,beautiful scenery,1619,303
72998,military,1619,366
72998,war,1619,419
79357,beauty,2809,420
79357,chaos,2809,421
79357,cinematography,2809,422
79357,technobabble,2809,423
79702,cute,3109,16
79702,fight scenes,3109,308
79702,funny,3109,109
79702,quirky,3109,159
79702,stylized,3109,161
79702,video games,3109,424
80549,witty,2749,44
85414,jake gyllenhaal,2755,425
88140,adapted fromcomic,1643,426
88140,campy,1643,427
88140,dieselpunk,1643,428
88140,marvel,1643,365
60684,ending,897,134
60684,music,897,25
32,brad pitt,2,375
32,bruce willis,2,429
433,shortterm memory loss,3568,430
521,neonoir,3578,6
558,dragon,3579,8
1203,courtroom drama,1201,431
1359,arnold,3153,432
1544,spielberg,189,433
1693,spielberg,2185,433
1783,neonoir,1317,6
2661,mars,3742,5
2739,spielberg,1112,433
2819,conspiracy theory,1225,9
3153,dragon,102,8
3480,cheerleading,3841,434
3489,spielberg,107,433
3698,arnold,1284,432
3783,neonoir,4475,6
3986,arnold,2226,432
3997,dragon,112,8
4091,cheerleading,3298,434
4189,christian,3936,435
4189,jesus,3936,7
4370,spielberg,701,433
4558,arnold,4003,432
4802,screwball comedy,4068,4
5146,dark hero,135,1
5882,treasure,732,10
5893,neonoir,4226,6
5942,cheerleading,3299,434
6157,dark hero,4412,1
6768,christian,2659,435
7004,arnold,3182,432
7373,dark hero,1580,1
7584,screwball comedy,4572,4
8972,conspiracy theory,784,9
25850,screwball comedy,4589,4
34048,spielberg,817,433
44761,neonoir,2721,6
55118,dark hero,2332,1
56775,conspiracy theory,1605,9
57951,treasure,4976,10
60684,dark hero,897,1
68554,conspiracy theory,3250,9
81562,mountain climbing,2538,436
84601,shortterm memory loss,4884,430
86880,treasure,1638,10
91529,dark hero,1647,1
95875,mars,2769,5
97938,stranded,2776,11
58559,christian bale,887,437
58559,morgan freeman,887,203
62849,crime,2732,438
62849,drugs,2732,36
62849,guy ritchie,2732,439
7,greg kinnear,403,440
7,romance,403,160
11,president,372,441
39,alicia silverstone,575,442
39,romance,575,160
62,inspirational,176,273
62,moving,176,443
62,music,176,25
62,teacher,176,444
141,robin williams,375,387
208,kevin costner,582,445
236,comedy,584,40
236,marriage,584,325
236,meg ryan,584,446
236,romance,584,160
249,beethoven,1523,447
249,gary oldman,1523,448
252,meg ryan,932,446
252,romance,932,160
252,tim robbins,932,449
318,freedom,12,450
318,stephen king,12,451
318,tim robbins,12,449
329,star trek,226,452
377,sandra bullock,358,453
497,denzel washington,937,306
497,emma thompson,937,454
497,shakespeare,937,455
500,nanny,383,456
500,robin williams,383,387
514,comedy,1336,40
514,denis leary,1336,457
514,kevin spacey,1336,458
527,black and white,595,172
527,hitler,595,459
527,world war ii,595,269
529,chess,386,460
539,i own this,422,461
539,meg ryan,422,446
539,romance,422,160
539,seen more than once,422,59
539,tom hanks,422,319
597,julia roberts,424,462
597,prince charming,424,463
597,prostitution,424,464
597,richard gere,424,465
597,romance,424,160
685,aids,3134,466
685,friends,3134,467
685,gay,3134,468
685,hiv,3134,469
685,homosexuality,3134,470
708,uma thurman,395,471
736,helen hunt,397,472
780,bill pullman,233,473
802,forest whitaker,412,474
802,genius,412,475
802,john travolta,412,476
802,kyra sedgwick,412,477
802,telekinesis,412,478
914,audrey hepburn,430,171
914,musical,430,26
914,romance,430,160
919,musical,19,26
1028,disney,399,22
1028,julie andrews,399,479
1028,musical,399,26
1073,children,242,480
1073,chocolate,242,481
1073,gene wilder,242,482
1073,morals,242,483
1088,patrick swayze,1744,484
1088,romance,1744,160
1177,italy,955,176
1197,classic,251,173
1197,humorous,251,485
1197,i own this,251,461
1197,romance,251,160
1197,seen more than once,251,59
1242,civil war,260,486
1242,true story,260,379
1265,andie macdowell,442,487
1265,bill murray,442,488
1265,true love,442,337
1280,i own this,1940,461
1280,subtitles,1940,489
1307,billy crystal,265,490
1307,i own this,265,461
1307,meg ryan,265,446
1307,romance,265,160
1307,seen more than once,265,59
1380,musical,1068,26
1485,comedy,1353,40
1485,lawyer,1353,491
1541,comedy,4836,40
1541,kelly preston,4836,492
1541,matthew broderick,4836,493
1541,meg ryan,4836,446
1541,romance,4836,160
1541,spying,4836,494
1569,cameron diaz,1802,495
1569,julia roberts,1802,462
1569,weddings,1802,496
1580,aliens,190,302
1580,will smith,190,497
1619,brad pitt,1359,375
1619,mountain climbing,1359,436
1909,aliens,284,302
1909,conspiracy,284,398
2005,pirates,1215,498
2005,treasure hunt,1215,499
2078,classic,968,173
2078,disney,968,22
2081,disney,465,22
2302,alabama,1374,500
2302,comedy,1374,40
2302,joe pesci,1374,501
2302,lawyer,1374,491
2302,marisa tomei,1374,502
2302,trial,1374,503
2321,black and white,1375,172
2321,don knotts,1375,504
2321,jeff daniels,1375,505
2321,reese witherspoon,1375,506
2321,tobey maguire,1375,507
2321,william h macy,1375,508
2324,holocaust,974,509
2324,love,974,510
2324,survival,974,397
2324,world war ii,974,269
2396,romance,479,160
2502,corporate america,1381,511
2724,julia roberts,981,462
2724,richard gere,981,465
2724,small town,981,132
2724,weddings,981,496
2797,tom hanks,335,319
2918,matthew broderick,93,493
2959,fighting,96,247
3039,race issues,344,512
3046,lesbian,4297,513
3114,animation,677,19
3114,humorous,677,485
3114,pixar,677,514
3147,tom hanks,1231,319
3270,figure skating,3816,515
3270,hockey,3816,516
3408,based on a true story,519,380
3489,peter pan,107,517
3489,robin williams,107,387
3677,nonverbal,4772,518
3717,angelina jolie,1420,519
3717,cars,1420,520
3717,crime,1420,438
3717,giovanni ribisi,1420,521
3717,nicolas cage,1420,66
3717,robert duvall,1420,522
3916,football,996,88
3916,high school,996,90
3916,race issues,996,512
3916,social commentary,996,292
4054,ballet,694,523
4054,julia stiles,694,524
4054,romance,694,160
4344,hacking,2607,525
4447,comedy,1450,40
4447,luke wilson,1450,526
4447,reese witherspoon,1450,506
4447,selma blair,1450,527
4558,arnold schwarzenegger,4003,84
4558,comedy,4003,40
4886,billy crystal,999,490
4886,john goodman,999,528
4886,pixar,999,514
4963,andy garcia,570,529
4963,bernie mac,570,530
4963,brad pitt,570,375
4963,casino,570,531
4963,george clooney,570,313
4963,julia roberts,570,462
4963,matt damon,570,532
4995,biography,572,267
5620,i own this,1008,461
5620,patrick dempsey,1008,533
5620,reese witherspoon,1008,506
5620,romance,1008,160
5620,weddings,1008,496
5669,documentary,730,151
5989,leonardo dicaprio,2395,320
5989,tom hanks,2395,319
5989,true story,2395,379
6377,animation,742,19
6863,music,752,25
6863,school,752,534
6944,comedy,3301,40
6944,steve martin,3301,388
7155,true story,1696,379
7263,hockey,1025,516
7263,olympics,1025,535
7263,usa,1025,536
7293,adam sandler,763,81
7293,drew barrymore,763,537
7293,romance,763,160
8529,tom hanks,1030,319
8622,michael moore,775,538
8917,puppets,2482,539
8961,animation,173,19
33493,star wars,812,540
34072,animals,1586,541
34072,documentary,1586,151
34072,penguins,1586,542
34072,winter,1586,543
34162,comedy,2314,40
34162,i own this,2314,461
34162,owen wilson,2314,544
34162,vince vaughn,2314,54
34162,weddings,2314,496
34162,will ferrell,2314,55
45517,pixar,1050,514
296,acting,11,358
903,alfred hitchcock,1800,545
903,atmospheric,1800,215
903,classic,1800,173
903,disturbing,1800,251
903,james stewart,1800,546
903,paranoid,1800,547
903,twist ending,1800,201
914,funny,430,109
1207,adapted frombook,956,315
1207,courtroom drama,956,431
1701,woody allen,1957,548
1921,existentialism,286,549
1921,mindfuck,286,265
1921,paranoid,286,547
3114,cute,677,16
3114,fanciful,677,550
3114,toys,677,551
3578,action,529,142
3578,ridley scott,529,552
3578,russell crowe,529,378
3578,sword fight,529,553
4306,eddie murphy,119,554
4370,androids,701,555
4370,artificial intelligence,701,556
4370,robots,701,557
4370,scifi,701,104
4370,steven spielberg,701,167
6383,crappy sequel,744,558
6383,eva mendes,744,559
6383,not as good as the first,744,560
6383,street race,744,561
6564,heroine in tight suit,4415,562
6564,predictable,4415,563
6564,sexy,4415,564
7265,eva green,4860,565
55052,great cinematography,1151,566
55052,heartbreaking,1151,164
55052,keira knightley,1151,567
55820,coen brothers,1152,568
55820,tommy lee jones,1152,569
55820,violent,1152,198
56145,the end,875,570
60069,quirky,893,159
60069,scifi,893,104
76093,story,1623,571
79132,intellectual,1866,572
81564,animated,1630,573
81564,animation,1630,19
